Report Key,Date,Type,Category,Tracking Number,Title,Summary,Region,Attack On,Complex Attack,Reporting Unit,Unit Name,Type of Unit,Friendly WIA,Friendly KIA,Host nation WIA,Host nation KIA,Civilian WIA,Civilian KIA,Enemy WIA,Enemy KIA,Enemy Detained,MGRS,Latitude,Longitude,Originator Group,Updated by Group,Ccir,Sigact:,Affiliation,D Color,Classification
89DAD604-57EC-4E28-BE5B-A65F174352BE,6/24/2006 20:30,Detainee Operations,Detained,2007-033-010151-0641,DET OPNS  Asadabad,(Delayed Report) At 0745Z CJSOTF reported 24X PAX were detained during a cordon and search. All detainees were transported to the Field Detention Site in Camp Wright.,RC EAST,UNKNOWN,FALSE,CJSOTF-A,CJSOTF-A,None Selected,0,0,0,0,0,0,0,0,24,42SXD9563061196,34.87432098,71.14041138,UNKNOWN,UNKNOWN,,,UNKNOWN,GREEN,SECRET
74E83979-AA14-4C37-9D0D-DA46447C9779,8/16/2007 7:58,Detainee Operations,Transfer,2007-228-094439-0501,160758Z TF GUARDIAN DETAINEE OPERATIONS,24 LLEC detainees were transferred to ANDF from the BTIF at 160758ZAUG07.,RC EAST,UNKNOWN,FALSE,"PMO, CJTF-82",PMO,None Selected,0,0,0,0,0,0,0,0,24,42SWD2419567102,34.94614029,69.26496887,UNKNOWN,UNKNOWN,,,UNKNOWN,GREEN,SECRET
70C30C45-DD15-4FA7-9C1B-19B2967BFB20,11/4/2006 19:20,Detainee Operations,Detained,2007-033-010214-0021,DET OPNS,"At 041920ZNOV06, Warhawk 3 received a report that 3 bandits were robbing locals on ring road, approximately 25 km NW of LOGAR. ANP found meeting with ACM and 3 suspected bandits.  ANP and US detained and are holding bandits at ANP station at Sayed Abad. Immediately after,ANP and US forces stopped a suspicious van containing 20 men.  Apparent destinaion was Pakistan, however TERP stated they did not have proper registration or paperwork to enter Pakistan.  The van was also traveling on an incorrect rt to that destination.  It appeared they were heading towards Kandahar. ANP have also detained these people at ANP station at Sayed Abad.  Report was received from Panther Main.",RC EAST,UNKNOWN,FALSE,201st RCAG,201st RCAG,None Selected,0,0,0,0,0,0,0,0,23,42SVC787767,34.13095093,68.76899719,UNKNOWN,UNKNOWN,,,UNKNOWN,GREEN,SECRET
5F7A6D19-F8E5-495F-B41E-D42176B10613,10/31/2007 1:01,Enemy Action,Ambush,2007-304-042603-0617,ISAF18 310101Z RC NORTH DF TIC IVO FARYAB,"At 0101Z RC North reported that while the ANA and NDS were conducting a capture operation with support of PRT MEY assets at grid 41S NV 872 644 IVO Faryab , Qaysar. When ANA and NDS entered the outskirts of the compound they were compromised and shooting started . So far there is 1x EKIA and 4x EPOW. The operation is still ongoing . As of now the situation is under control. ANA and NDS have confiscated RPG&amp;amp;apos;&amp;amp;apos;s, grenades, and AK-47&amp;amp;apos;&amp;amp;apos;s. They are still searching the area . People observed from the mountains but  have left the  area after seeing ANA and ISAF presence. ISAF Tracking # 10-819",RC NORTH,ENEMY,FALSE,CJTF-82,CJTF-82,None Selected,0,0,0,0,0,0,0,2,23,41SNV8720064399,35.81985855,63.96530914,UNKNOWN,UNKNOWN,,,ENEMY,RED,SECRET
4FE79459-1BF9-4E9C-AEF1-49703D02A6E7,10/5/2009 22:55,Friendly Action,Detain,41RQQ29070948302009-10#0466.02,(FRIENDLY ACTION) DETAIN RPT   TF 1-12 : 23 UE DET,"***DELAYED REPORT***
TF 1-12 with NDS/AUP conducted a Joint offensive patrol ISO OP BADLOON. 

FF were conducting a compound seach based on NDS INTEL 
FF detained 23 x INS IVO village ""Haji Makaden"" . The detainees were transfered to Panjwayi JDCC for processing.

BDA: no battle damage

***Event closed by RC(S) at 060720D*OCT200923 Detained afghan(AFG) Insurgent",RC SOUTH,FRIEND,,A SIGACTS MANAGER,TF 1-12,CF,0,0,0,0,0,0,0,0,23,41RQQ2907094830,31.5657444,65.41353607,RC (S),J3 ORSA,,,FRIEND,BLUE,SECRET
850D991F-4761-44AD-B975-6465C7134C7A,5/20/2004 7:45,Enemy Action,Direct Fire,2007-033-004000-0091,DIRECT FIRE CIV Other 1 CIV WIA,"(S//REL GCTF) CJSOTF REPORTS TROOPS IN CONTACT DURING EAGLE TALON III INSERTION 90K N OF GERESHK. CONTACT CAME FROM 3 SEPARATE COMPOUNDS VIC 41S PS 04022 00779. 0919Z CJSOTF REPORTS NO MORE CONTACT AT THIS TIME, NO US INJURIES, ONE LN WOUNDED AND TAKEN BACK TO GERESHK. AT 0925Z, CJSOTF REQUESTS MEDEVAC FOR LN. 1: A CAMP PRICE: 41 R PR 4375 2023. 2: CALLSIGN FOX 10BASE, FM 34.300. 3: 1A. 4: A. 5: A. 6: N. 7: A. 8: D. 9: GERESHK HLZ. NATURE OF WOUNDS: GSW TO CHEST. VITALS: PAT 35 YRS OLD / HEART RATE 128 / 38% O2 / SUCKING CHEST WOUND / STABLE AT THIS TIME / ONE IV SOLUTION SALINE / BP 114/90. 0931Z CJTF76 APPROVES MEDEVAC. W/U AT 0957Z. W/D AT 1123Z. AT 14:17 FOX 10 REPORTS: ELMWOOD: 60 FIGHTING AGE MALES WAS DETAINED AND QUESTIONED, 38 WERE RELEASED AND 22 IS STILL ON HAND. 1 WITH BULLET WOUND TO BICEP HE IS BEING TREATED BY 18DS AND DOES NOT NEED MEDEVAC AT THIS TIME.",RC SOUTH,ENEMY,FALSE,CJSOTF-A,CJSOTF-A,Coalition,0,0,0,0,1,0,1,0,22,41SPS0402100772,32.53944016,64.10777283,UNKNOWN,UNKNOWN,,,ENEMY,RED,SECRET
772F78C2-79A0-4485-AA09-C8CFB5574BBE,8/27/2004 8:34,Enemy Action,Direct Fire,2007-033-004049-0851,DIRECT FIRE  Other,"(S//REL GCTF) CJSOTF REPORTS TIC 100K SW OF GHAZNI. SMALL ARMS FIRE ON THE RIDGE LINE, 1X ACM DOWN, RECEIVING SPORADIC FIRE. AT 0941Z CJSOTF PASSES 22X FIGHTING AGED MALES DETAINED PLUS 1X EKIA AT THE MOSQUE. STILL IN THE PROCESS OF SECURING THE COMPOUND. 1030Z UPDATE ON ACM KIA, HE HAD ON HIS PERSON $10,000 US DOLLARS, $7,000 PAKISTANI CURRENCY, AK-47 WITH 8X MAGAZINES, 6X HAND GRENADES, AND A LOAD BEARING VEST. ELEMENT IS CURRENTLY COORDINATING EXTENDED TIME ON TGT DUE TO UNCOVERING MORE INTEL MATERIAL ON TGT. NFI.",RC EAST,ENEMY,FALSE,CJSOTF-A,CJSOTF-A,None Selected,0,0,0,0,0,0,0,1,22,42SUB7717136775,32.86220932,67.68721771,UNKNOWN,UNKNOWN,,,ENEMY,RED,SECRET
4404A3D2-C878-43AE-86C5-EFBA0EB83780,6/21/2005 8:03,Friendly Action,Direct Fire,2007-033-004127-0937,DIRECT FIRE CF ANA CIV Deh Chopan 6 CF WIA 2 CIV WIA 1 ANA KIA 3 ANA WIA,"TF Bayonet reported TIC 44km SW of Deh-Chopan (42S TA 513 934) at 0801Z while conducting Op Cantania.  Upon insertion, 2X CH-47s sustained damage and flew back to KAF where they are under repair.  The unit received fire from high ground w/RPK, RPG and small arms. TF Bayonet returned fire at the enemy.  At 0855Z Bayonet requests CAS; Boar 05 (2X A-10) sent to support.  AT 1139Z TF Bayonet requests 2X AH64s and 2X CH47s to support the C/2-503 TIC.  CJTF76 authorized 2X AH64 and 2X CH47 from KAF QRF to the TIC site.  The QRF is W/U at 1252, consisting of 1X AH-64 and 2X CH-47.  Both CH-47s received small arms fire during QRF infill.  One CH-47 conducted an emergency landing at TIC HLZ Virginia due to battle damage, and is undergoing inspection.  The other CH-47 flew to FOB Tiger where it precautionary landed and it is undergoing inspection.  At 2200Z both CH-47s are reported back at KAF after inspections determined the birds could fly back on there own.  5 separate MEDEVAC Missions were flown as a result of the TIC (06-21C, D, E, F, and G).  Aviation reports all MEDEVAC missions complete at 1821Z.  MEDEVAC Summary: 3X US GSW to arm; 1X US GSW to leg; 1X US broken ankle; 1X US Heat Casualty; 1X ANP GSW to buttocks; 1X ANP Broken Arm; 1X Frag wound to arm; 1X ANP KIA. All damaged aircraft are fixed and 2XAH, 1XUH C2, and 1XUH Med were positioned at Tarin Kowt.  BDA Update 221600ZJUN05:  TF Bayonet reports enemy casualties as follows: 35 direct fire engagement area, 40 AC-130 kills, and 22X personnel have been detained 5X are WIA.  2X ln were injured as a result of the TIC.  Coalition casualties are 6X US-Mil WIA, 3X ANP KIA and 1X ANP WIA.",RC SOUTH,FRIEND,FALSE,TF BAYONET,TF BAYONET,None Selected,6,0,3,1,2,0,5,103,22,42STA513934,32.45000839,66.35440063,UNKNOWN,UNKNOWN,"DBC - Direct or indirect fire engagement directed at Coalition Forces, or executed by coalition forces.  Ordnance release by coalition aircraft.",DBC GLOBAL,FRIEND,BLUE,SECRET
B3D379A6-DB3D-1E2D-9938C83F0B09C1A7,5/3/2008 19:57,Enemy Action,Direct Fire,20080503195741SNR3307859730,"(ENEMY ACTION) DIRECT FIRE RPT  (Rocket,Small Arms,RPG) TF PHOENIX : 22 UE DET","At 1957Z, TF Phoenix reported positively identifying 22 military aged males heavily armed with PKMs, RPGs, rockets, mortars, and RCIED components traveling in two vehicles on RT 1 at 41S NR 33078 59730 IVO Delaramt.  Friendly forces stopped the suspects on RT 1.  The suspects then engaged friendly forces.  There are no U.S. casualties and 22 AAF have been detained. The unit reported a total of 1x RCIED component, 7x white tube flares, 46x RPG rounds, 30x82MM mortar rounds, 1x SPG9, 6x RPG launchers, 8x RPKs, 6x AK-47s, 3x ammo vests, 14x magazines, 4x ammo cans, and 5x vehicles. 

ISAF #05- 113",RC SOUTH,ENEMY,,LAND WATCH,TF PHOENIX,CF,0,0,0,0,0,0,0,0,22,41SNR3307859730,32.17358017,63.3508606,LAND WATCH,101 Bridge SIGACTS Manager,,,ENEMY,RED,SECRET
BE2B0234-02ED-4D97-97DD-75FF1179D88B,7/5/2009 7:58,Friendly Action,Detain,41RPQ25400736002009-07#0462,(FRIENDLY ACTION) DETAIN RPT   TFL 1/5 USMC : 22 UE DET,"TFL 1/5 USMC reported while manning PB JAKER, FF detained 22 x FAM, who are suspected to have some information about IED network. In addition FF found 1 x weapon, IED materials and a instruction letter for a known HVT. No casualties or damage reported.22 Detained None(None) Local Civilian",RC SOUTH,FRIEND,,A SIGACTS MANAGER,TFL 1/5 USMC,CF,0,0,0,0,0,0,0,0,22,41RPQ2540073600,31.3902092,64.31890106,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
B27AF7FB-0D68-4F23-9284-6E46CC219684,5/1/2006 3:00,Detainee Operations,Detained,2007-033-010143-0827,DET OPNS  Kandahar,CJSOTF reported PAX detained . At 0914Z CJSOTF reported 22X PAX including a mullah were detained during Operation Masoud. PAX were detained in a compound reportedly used for TB activities. No other materials were found or seized during the operation. [UPDATED ON 05/01/2006 1742]:,RC SOUTH,UNKNOWN,FALSE,CJSOTF-A,CJSOTF-A,None Selected,0,0,0,0,0,0,0,0,21,41RQQ0255089290,31.52076912,65.13314819,UNKNOWN,UNKNOWN,,,UNKNOWN,GREEN,SECRET
D1472B40-48DE-4ACD-A6D4-6AC4DD367E19,5/26/2004 0:00,Enemy Action,Other (Hostile Action),2007-033-010516-0714,ENG - OTHER  Other,"ON 26 MAY 04, 20 ACMS WERE CAPTURED IN ARGHESTAN BY AMF TROOPS",RC SOUTH,ENEMY,FALSE,OTHER,OTHER,None Selected,0,0,0,0,0,0,0,0,20,42RTV6272395117,31.56666946,66.49999237,UNKNOWN,UNKNOWN,,,ENEMY,RED,SECRET
A3CDEC39-06B4-45FE-A880-FEFB4CF0D0D5,9/13/2004 13:58,Friendly Action,Cache Found/Cleared,2007-033-004628-0108,CACHE FOUND/CLEARED  Other,"CJSOTF REPORTS CACHE AND DETAINED 20X INDIVIDUALS 2K NORTH OF A-BAD. AT 0653Z ODA 364 REPORTED A CACHE WITH 20X PAX STANDING IN THE AREA AT GRID: 42S XD 96479 61144, THEY HAVE TAKEN CUSTODY THE INDIVIDUALS AND ARE CURRENTLY QUESTIONING THEM. THE CONTENTS OF THE CACHE IS AS FOLLOWS: UNK # OF 107MM ROCKETS, 5X AK-47&apos;&apos;S, 5X RPG LAUNCHERS. CACHE WAS DESTROYED IN PLACE. REMARKS: ODA 364 WAS DOING MOUNTED PATROL IVO A-BAD WHEN THEY FOUND CACHE AND 20X LN WERE IVO THE CACHE. MTF.",RC EAST,FRIEND,FALSE,CJSOTF-A,CJSOTF-A,Coalition,0,0,0,0,0,0,0,0,20,42SXD9710163121,34.89138031,71.15693665,UNKNOWN,UNKNOWN,,,FRIEND,BLUE,SECRET
703F3932-DAF8-4887-A4C7-848C933671C7,9/27/2004 8:12,Enemy Action,Direct Fire,2007-033-004055-0009,270812Z CJSOTF REPORTS DF IVO PAKTIKA,"(S//REL GCTF) CJSOTF REPORTS TIC 27K NE OF SHKIN. AT 0816Z THE FOLLOWING SALT WAS SENT, S: UNKNOWN, A: DIRECT SMALL ARMS FIRE, L: AT GRID- 42S WB 377 212, T: 0812Z. ODA 385 REPORTS BEING AMBUSHED 400 METERS FROM CHECKPOINT-7. UPDATE AT 0821Z ODA 386 IS 8K FROM ODA 385 PSITION AND IS MOVING TO SUPPORT AT THIS TIME. UPDATE AT 0831Z ODA 385 REQUESTS PERMISSION TO ENTER 1KM ZONE TO MAINTAIN CONTACT AND PURSUE ENEMY. UPDATE AT 0846Z- ACM ARE ON RIDGELINES ON BOTH SIDES OF ODA. AIR QRF WAS APPROVED AT 0850Z. UPDATE AT 1015Z ENEMY IS FIRING ON AH&amp;apos;&amp;apos;S WITH RPG&amp;apos;&amp;apos;S ATT, ENEMY ARE ENGAGING BOTH A/C AND ODAS. UPDATE AT 1026Z ODA IS NOT BREAKING CONTACT, ACM USING TERRAIN TO MASK FROM AC FIRES. UPDATE AT 1054Z ODA 386 IS CURRENTLY LOCATED IVO GRID-42S WB 383 212, NO LONGER TAKING FIRE ATTEMPTING TO SEARCH COMPOUNDS IN THEIR VIC. UPDATE AT 1131Z ODA IS STILL CONDUCTING CORDON AND SEARCH OF COMPOUNDS. UPDATE AT 1237Z A10&amp;apos;&amp;apos;S DESTROYED A FIGHTING POSITION AND AN EMPTY VEHICLE, A10S ARE RTB ATT. UPDATE AT 1253Z ODA 386/385 WILL RTB WITH 15-20 DETAINEES ALL MIDDLE-AGED FIGHTING MALES. CJSOTF REPORTS TIC 27K NE OF SHKIN. AT 0816Z THE FOLLOWING SALT WAS SENT, S: UNKNOWN, A: DIRECT SMALL ARMS FIRE, L: AT GRID- 42S WB 377 212, T: 0812Z. ODA 385 REPORTS BEING AMBUSHED 400 METERS FROM CHECKPOINT-7. UPDATE AT 0821Z ODA 386 IS 8K FROM ODA 385 PSITION AND IS MOVING TO SUPPORT AT THIS TIME. UPDATE AT 0831Z ODA 385 REQUESTS PERMISSION TO ENTER 1KM ZONE TO MAINTAIN CONTACT AND PURSUE ENEMY. UPDATE AT 0846Z- ACM ARE ON RIDGELINES ON BOTH SIDES OF ODA. AIR QRF WAS APPROVED AT 0850Z. UPDATE AT 1015Z ENEMY IS FIRING ON AH&amp;apos;&amp;apos;S WITH RPG&amp;apos;&amp;apos;S ATT, ENEMY ARE ENGAGING BOTH A/C AND ODAS. UPDATE AT 1026Z ODA IS NOT BREAKING CONTACT, ACM USING TERRAIN TO MASK FROM AC FIRES. UPDATE AT 1054Z ODA 386 IS CURRENTLY LOCATED IVO GRID-42S WB 383 212, NO LONGER TAKING FIRE ATTEMPTING TO SEARCH COMPOUNDS IN THEIR VIC. UPDATE AT 1131Z ODA IS STILL CONDUCTING CORDON AND SEARCH OF COMPOUNDS. UPDATE AT 1237Z A10&amp;apos;&amp;apos;S DESTROYED A FIG",RC EAST,ENEMY,FALSE,CJSOTF-A,CJSOTF-A,Coalition,0,0,0,0,0,0,0,0,20,42SWB3768921181,32.72777939,69.40222168,UNKNOWN,UNKNOWN,,,ENEMY,RED,SECRET
B08B9584-BA07-4484-98E0-4A42CAAAD0EA,6/6/2005 13:22,Detainee Operations,Detained,2007-033-010112-0289,DET OPNS  Shkin,"CJSOTF reported 17 AQAM arrested by coalition SOF 54K S of Shinkay (42R UV 294 790) at 1239Z.  The AQAM had weapons, AK magazines, binoculars, radio antennas, electric wire, Pakistan IDs, Taliban related documents, and letters threatening the local population in their possession.  The element requests rotary wing extraction of the enemy combatants.",RC SOUTH,UNKNOWN,FALSE,CJSOTF-A,CJSOTF-A,None Selected,0,0,0,0,0,0,0,0,20,42RUV294790,31.4331398,67.20494843,UNKNOWN,UNKNOWN,"DBC - The apprehension, movement and release of detainees or Persons Under Control (PUCs).",DBC GLOBAL,UNKNOWN,GREEN,SECRET
